716091,2
1990901,5
1481271,3
2098867,4
1945809,4
740327,3
1109700,5
2543544,3
1276913,4
887273,4
1880037,4
779760,5
1242432,2
829326,4
1275329,4
2508228,5
2502462,3
139297,4
862759,3
2007993,3
1408393,2
1379923,4
2271228,4
1056998,5
2503691,5
1296163,3
727449,4
1277134,4
2031561,4
1373383,4
1401310,4
1907667,4
2230271,4
2241806,5
1488844,5
2639583,4
1213299,4
1379632,5
1048199,5
1080030,4
800053,1
335395,3
2258927,3
114393,4
2439005,4
1037308,4
2380973,5
1464366,3
617164,5
14690,4
2285616,4
247794,4
180151,4
1614320,4
70976,1
2486685,5
1217256,5
105942,4
86879,4
1066907,5
2356622,3
67976,5
568620,4
497196,3
349958,4
1017702,4
2480874,4
2382710,5
2325737,3
11197,3
1961542,5
944189,3
1684516,5
1169433,3
984992,4
433803,3
2586623,4
247687,5
574843,4
1646405,4
1093403,2
603277,3
1998117,4
2535052,4
1413031,3
1199658,4
2384779,4
1185149,4
1648646,4
2537039,3
520465,2
2625420,2
2648502,5
2376730,4
1136984,5
92056,3
1198226,4
2644847,4
2482518,3
218097,5
908205,3
46036,5
561754,5
255357,4
105087,5
767240,4
859350,3
652121,4
11456,4
1579371,4
2253124,4
1739513,3
2472537,4
997772,3
1515871,5
755344,4
1760995,4
1176559,5
1574266,4
2325743,5
2271686,3
931005,5
2424721,4
987034,3
1099041,5
1341444,4
1650301,2
611315,3
1032463,4
2234668,5
1230594,2
2259898,4
424286,4
1216387,4
2260788,1
155818,3
83540,4
1951144,2
1770196,5
1409469,5
1327944,4
2610157,3
37188,4
1049643,3
438035,5
291645,3
1686685,3
818736,3
2212890,3
2162424,4
353820,2
2312045,2
1375971,3
2524741,3
756559,4
835548,3
1844586,5
387189,5
407542,2
2619959,4
1393360,5
2007217,5
1446018,4
1310250,4
443034,1
1903518,4
1363756,4
2071267,4
2500070,4
2012897,5
2536720,4
1977959,4
2004175,3
2142915,5
2439795,5
2206777,4
172720,3
2511879,4
188991,4
318920,4
1782657,4
543865,4
2331306,2
1424200,3
47411,4
1946227,5
259348,5
1454357,3
2220846,4
2604070,4
1771589,3
958382,4
1387049,5
360830,4
1984086,3
1222878,4
2645579,4
1861478,4
914059,4
294948,5
926857,2
2568401,4
548966,5
2605003,4
547570,3
1207816,5
1786694,4
1628475,4
621640,3
873230,5
489962,3
512899,5
2297863,3
790505,4
1417435,3
2091892,4
1144568,4
834933,3
1059144,4
1929109,5
327179,4
756316,4
1900854,5
17184,4
287825,3
1852551,4
1771516,4
683427,3
789846,4
511234,3
1989892,4
2309534,3
786415,4
1703680,3
1227576,4
867192,5
1752638,5
518123,3
609262,4
1243789,3
83720,3
1020583,3
2168178,2
1218030,5
1730592,4
392146,4
38244,4
1258602,3
217838,5
2294267,4
340091,3
317108,3
2145399,3
2413088,4
2552504,4
2043617,4
276860,3
1498586,4
396567,5
1982465,4
1249686,3
333277,4
1712438,4
1120485,5
2617841,3
693771,2
113549,4
1177218,2
2497163,4
2376370,5
2097995,4
1523159,4
1517471,4
774717,4
2541025,1
1315056,3
2417642,3
499718,4
1366714,4
1629710,3
2312054,1
1125890,4
2416619,4
1954341,4
2114851,4
656460,4
78014,3
1030566,4
2162641,3
1510198,3
447407,1
2201074,5
180899,3
1874317,4
1079295,5
248039,5
6065,4
2268573,3
262633,3
800136,5
1216429,5
329712,5
899412,4
262411,5
999913,1
2290519,4
1492487,3
606271,4
1336860,4
1911520,3
303948,4
2268800,4
2397231,5
1173459,4
734508,3
1454796,3
1063838,5
2354047,5
2228796,4
1257103,4
2244849,3
1224299,4
61274,5
2030523,4
584078,3
129367,4
281851,5
41371,4
185564,3
107840,3
2294883,4
1830601,4
2086264,3
1599243,5
462685,4
247760,4
1938964,3
639194,5
287439,4
937847,4
1035650,4
695934,3
2351221,5
2575943,4
1888537,4
746948,2
2151107,4
1705674,5
196090,5
798841,4
1812802,5
1033815,3
1808930,5
1645535,3
1206843,3
245808,3
2036757,3
1061147,2
1867081,3
1597207,4
2320969,5
1176077,3
792568,5
1530995,4
874253,5
1147900,4
1320185,4
1253718,4
2132276,5
1559187,4
2554745,3
629544,5
1922155,3
1938019,5
1399335,3
1675063,4
1673185,4
945258,5
901467,4
1451183,3
2602249,3
158590,4
1229372,4
617134,5
1227322,2
709091,4
190237,2
1990523,4
2612889,1
1400206,5
466322,3
2491620,3
2337212,4
1048939,3
1026298,5
2487958,4
1794933,3
2465894,3
245884,4
279960,3
2502315,2
1528628,5
2040209,1
1799495,3
554529,5
1206353,4
1558304,4
1177165,5
2173758,4
2240135,5
2247388,5
2180261,3
2083166,3
1505884,5
1428041,3
1118884,4
817545,2
290215,3
1608683,2
2594574,4
2186436,3
1236924,4
740041,5
127579,5
337860,5
1220170,3
1358681,4
148550,5
747755,4
1027819,2
1632290,4
1107022,4
820785,1
2203244,2
1077945,3
1232404,4
1127019,5
2371550,4
1805888,3
2280950,4
1187949,4
722833,5
1963985,5
2507537,5
2600674,4
110384,5
515686,3
2132124,3
983246,4
2412030,5
2159447,5
1443679,5
909663,5
375726,2
2503676,3
1705463,3
793582,4
1135038,5
1823259,4
1582412,3
929308,4
471414,3
2559157,5
1633178,4
2468881,2
1541724,4
2404678,3
546546,3
1289990,5
901694,4
2107564,5
2461508,3
1037424,5
631636,4
1989144,5
1244810,4
2073205,4
1112212,4
328509,5
1197233,2
2562153,3
1944516,5
2630072,5
500526,3
883797,3
1413219,4
2444932,3
595047,5
588953,4
917939,5
219232,5
692694,5
1130826,3
1080872,4
527777,4
1735228,3
960023,3
1916224,5
816549,4
700148,4
876200,5
2301393,3
2208806,4
2481561,3
347583,5
1602952,2
357507,4
1408449,2
2133136,5
309333,3
1036139,4
1894675,5
1225682,3
1765712,4
665803,5
482302,3
1322839,4
1998211,5
1179117,3
700548,4
2114263,4
1447907,4
1886247,4
1928445,2
2638753,2
2067044,4
1366296,3
815277,5
35206,2
25533,2
935238,3
1895592,3
408536,4
2362548,5
1373500,3
475540,4
66109,5
1239815,2
2102030,5
1023229,4
1857952,5
2046765,4
484675,3
1969230,5
1103813,3
919479,3
162134,3
1638678,5
588007,5
57389,4
1763788,3
129482,3
257118,5
1559165,5
1916244,3
1154287,4
1466762,5
2072798,4
1782465,3
1684494,3
60303,2
2528057,4
525356,4
1611803,4
83150,4
738080,4
425045,5
1744913,4
2109681,2
2639089,3
1733406,3
2121810,1
2387961,4
328364,4
974864,2
379986,4
1464746,5
2566515,4
1589575,5
2204068,5
193416,4
1292217,5
1629273,3
1937486,2
582092,4
2386920,2
2596679,5
612504,5
1030409,3
2096587,5
1288210,3
807603,4
1009622,4
1533452,4
1424487,4
680226,5
2470194,3
2065501,3
692268,3
2331635,4
769789,4
2145575,3
401047,5
2036360,3
680328,4
2575145,4
1691792,3
173433,1
1684624,3
1265763,5
31835,5
2059967,4
1318270,5
1637761,4
824828,5
211976,3
473462,4
1446294,4
1426178,4
2624195,3
2523055,3
2616306,4
701179,5
1716910,5
1319449,4
1822241,2
1929949,4
1890104,4
2434675,3
273945,3
1509395,4
424851,5
2127755,4
2300862,3
1396693,3
1520095,3
2528088,1
1301701,4
995437,5
1416836,1
1784017,4
2501391,5
1784150,4
2104131,4
2449881,5
1199523,2
1741099,5
1952492,4
1294445,4
942668,4
288956,3
372791,3
1892529,4
875956,5
1149582,3
2426984,4
1133051,5
297901,5
1503647,3
923889,4
1851951,4
1814136,4
380854,4
1714902,3
2539763,4
2216056,5
1228534,4
2589619,5
415244,4
2495738,5
1176800,2
819314,4
1309838,5
319258,5
40448,5
2604811,5
1266882,4
1344143,4
2045827,5
214589,3
212332,3
921499,5
1459686,5
790309,4
2085613,4
1138359,5
2254664,4
261348,3
2266166,1
973538,5
1199479,2
1573507,3
648932,4
1937750,3
1235769,1
2520513,4
2528078,3
41153,3
505375,4
1187171,4
299165,4
1226270,4
544147,3
856801,5
1753942,5
2223508,5
1002117,5
1731826,4
1474282,4
2631038,5
555886,4
304910,4
1696308,4
2474555,4
1000678,5
2316419,3
2177092,4
2635059,1
156078,4
926579,3
2079367,5
2367755,3
1023101,4
1608757,2
1107636,4
1725155,2
901520,4
1615319,5
1231207,4
2608903,4
787736,4
1588754,4
53243,3
2220537,1
1731106,2
2515643,3
459772,3
226326,4
829721,3
688590,4
1980203,1
319369,3
2012180,4
556776,2
2530252,2
2302115,5
1213676,3
591768,3
818816,4
431625,5
1366847,3
861482,5
1950507,3
644464,4
333828,4
1251127,5
1195319,5
1723368,4
1719457,5
1104894,4
274365,3
23421,4
722006,2
1456621,3
1064167,5
1423310,3
2561536,3
2401585,5
1511683,1
2084891,2
2014569,5
2203651,4
1973594,5
478827,5
2274861,5
2560168,3
515850,5
1423956,4
2534284,3
1338247,3
249288,5
238525,5
1810074,4
314759,3
169063,2
1221477,5
481700,4
1260001,4
2465236,5
1859573,3
993921,4
803911,3
583554,3
2373995,3
1791599,3
386510,4
962384,1
2389729,4
447930,4
1181037,4
100582,3
1220431,4
420191,2
2393719,4
1903911,3
2496628,5
955706,4
718043,4
2239241,5
1328031,1
2282032,5
2185187,3
1801389,3
229617,3
1322717,4
2289273,3
2504343,5
1954639,5
2561713,4
503235,3
753836,3
2535126,4
2223740,5
565589,5
1422682,4
1508625,5
376204,4
675306,4
868313,4
940583,4
1449107,4
1790092,5
1642319,3
951446,3
1583564,5
2466146,3
2604976,4
2535470,2
2178153,4
1904729,3
785031,4
1816718,3
208113,4
2086851,4
818025,5
2180318,3
2595753,3
2425195,4
1977612,3
312145,4
1957216,5
1335336,3
2424839,4
2471811,5
1103969,3
1687759,5
1746056,4
313046,4
411396,3
2238612,4
2029320,5
1242367,1
2516788,4
657543,3
1597177,1
1318168,5
1927580,3
915532,4
467230,2
2331813,5
843570,5
157051,4
2020368,5
716874,5
2023518,4
735635,5
2152838,3
1491667,4
1932348,4
682319,3
89800,4
2047145,5
2353991,3
2587528,4
1687191,3
2196366,5
1561406,4
1388266,4
654341,3
2162539,4
1750396,5
860839,3
2621846,4
2430251,4
697240,3
1600039,2
1455810,3
874817,3
2640203,3
103619,4
874829,4
892229,3
188678,4
2602396,1
779144,3
2237950,4
941600,3
419599,5
2317868,5
2034428,3
2619515,2
1461994,4
691878,3
595279,3
737728,3
2003798,3
1640539,4
962868,4
316931,2
2201323,4
932954,3
202667,3
1012904,5
2250843,3
2334536,4
1474319,5
1651253,4
217609,5
2253160,4
186506,2
1969676,4
1814098,3
1937376,3
1000192,5
917647,4
707166,5
458252,5
2508652,4
929277,5
199769,3
1389451,2
1249577,5
1728377,4
2251582,3
1991601,3
22663,4
2470582,3
981936,4
2195747,5
1990316,4
2301418,3
2030513,3
395747,4
617093,3
1663569,5
1158291,5
1862901,5
349572,4
1352226,3
2046079,2
1091721,5
737489,4
2547553,5
830971,3
556045,5
1897862,5
1062351,3
432983,3
2319621,3
123707,4
2602207,2
2550423,4
1266793,5
434567,5
2121285,4
1623333,5
1621374,4
1099072,4
2435667,5
602147,5
1535873,3
969643,4
1134816,2
727242,2
257622,4
659592,4
2569992,4
2608805,5
49585,4
1425875,5
1897659,5
642596,5
710801,4
1208894,5
565083,3
521825,5
2114069,5
2229364,5
1961619,3
180653,3
1536492,2
1097275,5
187896,3
876697,5
557723,5
2248489,3
994838,5
879594,5
2453729,3
1037347,4
428168,4
2438241,3
1013177,3
248393,5
2534796,2
1270565,5
519760,4
724224,4
512117,4
2363481,3
883478,2
1421858,3
1485198,4
2649166,2
1884467,4
1098790,5
802786,4
1921715,3
2402629,4
269689,3
1796072,5
1709921,5
2330565,4
867275,4
2413767,4
496887,4
40563,3
474700,4
2294328,3
1225475,4
2001615,4
2386598,3
1662714,3
478176,5
1629169,4
1596471,3
241772,4
1408938,2
1315654,3
2415920,3
2096888,3
1894853,3
339560,4
56371,4
960135,5
787352,4
2525605,5
1908873,4
1961837,4
1320959,4
2266068,2
1408237,4
1838912,3
2484674,4
1932270,3
223803,5
1056435,5
415663,5
2141223,3
627333,3
2100210,4
1427380,5
2535601,3
1744054,5
1936935,3
1228535,4
91990,5
1674237,4
315644,3
2324019,4
150461,3
1203445,3
1217301,4
1095726,4
469884,3
1600209,3
1371422,3
732493,4
1480151,3
2049054,5
1096396,3
248239,3
1272379,1
586694,5
1822473,3
1750544,4
2301000,5
371923,4
2636960,3
803128,5
969753,3
563019,5
1387830,4
1244918,4
1347991,3
830370,4
1539730,1
1918957,5
2221050,4
257382,5
88959,4
2237178,4
2118994,1
1918316,3
491766,3
2239625,5
911164,4
2228457,3
1435555,3
972193,5
285387,3
1462488,4
2636168,4
240121,3
1984187,3
190474,4
199257,4
498648,4
1396046,5
2617913,1
752197,5
862158,3
2056943,3
1944765,5
2528558,4
1331551,2
741285,2
43608,2
2084326,5
1145956,2
1965893,4
577103,3
1712904,4
2111120,4
1678969,2
1993625,5
1637405,5
831103,5
284143,4
1042614,4
1992337,4
299464,4
886674,5
2582367,4
2035299,3
1667665,3
519965,3
20392,5
1435361,5
921528,3
796494,4
294330,4
1308778,4
639610,4
2329026,4
104899,5
2128598,3
1946241,4
1761809,4
1524855,4
1549284,4
259497,5
977533,3
1991674,4
636381,1
1979650,3
1194542,4
2015481,5
509231,2
1240971,4
543279,4
466192,5
2307509,4
795530,5
1963094,4
835847,5
1792741,4
2583140,4
356793,3
110288,5
2179777,2
1575462,4
2437901,3
982205,3
415672,3
174365,5
1314869,3
1632435,3
1219818,4
968410,5
206954,3
2294196,5
1749925,5
858814,3
1939822,3
1333196,5
2522548,5
2509336,3
1938313,4
832959,4
2079932,5
536930,3
